"name","overallRating","responseRate","responseTime","revBased","numProierties","url","location","pID"
"Seamist Townhomes 6","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-cottage-rentals/p28921/","Seamist Townhomes 6            Miramar Beach, Florida","p28921"
"Park Meadows Lodge 3B by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p126814/","Park Meadows Lodge 3B by Ski Country Resorts            Breckenridge, Colorado","p126814"
"Hidden Dunes Cottage 155","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-cottage-rentals/p429260/","Hidden Dunes Cottage 155            Miramar Beach, Florida","p429260"
"Beach Resort 407","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p68293/","Beach Resort 407            Miramar Beach, Florida","p68293"
"(35) Cubby's Den","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583202/","(35) Cubby's Den            Wawona, California","p583202"
"Banyan Harbor #F70: Nestled on a hillside overlooking Kalapaki Bay!","4.6 / 5.0","30%","Within a day","561","34","https://www.flipkey.com/lihue-condo-rentals/p1072512/","Banyan Harbor #F70: Nestled on a hillside overlooking Kalapaki Bay!            Lihue, Hawaii","p1072512"
"Wiese Mountain Retreat by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-vacation-rentals/p612138/","Wiese Mountain Retreat by Ski Country Resorts            Breckenridge, Colorado","p612138"
"Beachside Inn - 2 Queen Beds","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p68312/","Beachside Inn - 2 Queen Beds            Destin, Florida","p68312"
"Park Meadows Lodge 1D by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p126809/","Park Meadows Lodge 1D by Ski Country Resorts            Breckenridge, Colorado","p126809"
"Hidden Dunes Cottage 181","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-cottage-rentals/p261811/","Hidden Dunes Cottage 181            Miramar Beach, Florida","p261811"
"Park Meadows Lodge 5D by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128146/","Park Meadows Lodge 5D by Ski Country Resorts            Breckenridge, Colorado","p128146"
"(78) Ox Yoke","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583252/","(78) Ox Yoke            Wawona, California","p583252"
"Beachside Inn - 2 Queen Beds","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p68313/","Beachside Inn - 2 Queen Beds            Destin, Florida","p68313"
"Beach Resort 316","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p68292/","Beach Resort 316            Miramar Beach, Florida","p68292"
"Secluded Payette River Estate home with large yard and private hot tub.","4.5 / 5.0","n/a","n/a","278","68","https://www.flipkey.com/mccall-cabin-rentals/p143948/","Secluded Payette River Estate home with large yard and private hot tub.            McCall, Idaho","p143948"
"(40R) McCray's Retreat","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583211/","(40R) McCray's Retreat            Wawona, California","p583211"
"Christiana Townhomes 5 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-vacation-rentals/p126742/","Christiana Townhomes 5 by Ski Country Resorts            Breckenridge, Colorado","p126742"
"Blue Surf Townhomes 04","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-cottage-rentals/p68318/","Blue Surf Townhomes 04            Miramar Beach, Florida","p68318"
"Cedars Townhomes 23 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-vacation-rentals/p126740/","Cedars Townhomes 23 by Ski Country Resorts            Breckenridge, Colorado","p126740"
"(11) Shangri la-de-da","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583160/","(11) Shangri la-de-da            Wawona, California","p583160"
"2 Jay Dee Lane 43422","4.5 / 5.0","n/a","n/a","181","568","https://www.flipkey.com/eastham-vacation-rentals/p184552/","2 Jay Dee Lane 43422            Eastham, Massachusetts","p184552"
"St. Lucia at Silver Shells 604","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-condo-rentals/p752388/","St. Lucia at Silver Shells 604            Destin, Florida","p752388"
"(65) Sparrow's Nest","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p359129/","(65) Sparrow's Nest            Wawona, California","p359129"
"San Remo Condominium 303","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/santa-rosa-beach-condo-rentals/p353020/","San Remo Condominium 303            Santa Rosa Beach, Florida","p353020"
"Tyra Lookout 14 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128228/","Tyra Lookout 14 by Ski Country Resorts            Breckenridge, Colorado","p128228"
"Mainridge Townhomes A by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-vacation-rentals/p326978/","Mainridge Townhomes A by Ski Country Resorts            Breckenridge, Colorado","p326978"
"(7N) Miller's Landing","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583255/","(7N) Miller's Landing            Wawona, California","p583255"
"(55) Deer Creek","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583234/","(55) Deer Creek            Wawona, California","p583234"
"Waipouli  #E-406: Penthouse Ocean view 1bdr/2bath Suite","4.6 / 5.0","30%","Within a day","561","34","https://www.flipkey.com/kapaa-condo-rentals/p58935/","Waipouli  #E-406: Penthouse Ocean view 1bdr/2bath Suite            Kapaa, Hawaii","p58935"
"(4) Pine Creek Cabin","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583209/","(4) Pine Creek Cabin            Wawona, California","p583209"
"(92R) Mariposa Heights","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p359207/","(92R) Mariposa Heights            Wawona, California","p359207"
"Ski Country Penthouse 4 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p188569/","Ski Country Penthouse 4 by Ski Country Resorts            Breckenridge, Colorado","p188569"
"Ski Country Penthouse 3 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p171473/","Ski Country Penthouse 3 by Ski Country Resorts            Breckenridge, Colorado","p171473"
"Waipouli #D-309: 2bdr/3bath city view condo with amenities","4.6 / 5.0","30%","Within a day","561","34","https://www.flipkey.com/kapaa-condo-rentals/p29308/","Waipouli #D-309: 2bdr/3bath city view condo with amenities            Kapaa, Hawaii","p29308"
"Beachside Inn - 2 Queen Beds","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p68305/","Beachside Inn - 2 Queen Beds            Destin, Florida","p68305"
"Pali Ke Kua #103: Extraordinary Bali Hai Sunset Views!","4.6 / 5.0","30%","Within a day","561","34","https://www.flipkey.com/princeville-condo-rentals/p922632/","Pali Ke Kua #103: Extraordinary Bali Hai Sunset Views!            Princeville, Hawaii","p922632"
"Beachside Inn - 1 King Bed","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p68300/","Beachside Inn - 1 King Bed            Destin, Florida","p68300"
"Pine Creek Townhomes J by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-vacation-rentals/p126800/","Pine Creek Townhomes J by Ski Country Resorts            Breckenridge, Colorado","p126800"
"Hidden Dunes Villa 45","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p613316/","Hidden Dunes Villa 45            Miramar Beach, Florida","p613316"
"(37) Wapiti","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p359214/","(37) Wapiti            Wawona, California","p359214"
"Raymond (Gill) 78930","4.5 / 5.0","n/a","n/a","181","568","https://www.flipkey.com/eastham-vacation-rentals/p184653/","Raymond (Gill) 78930            Eastham, Massachusetts","p184653"
"Park Meadows Lodge 2C by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p126812/","Park Meadows Lodge 2C by Ski Country Resorts            Breckenridge, Colorado","p126812"
"36 Collins Lane 114103","4.5 / 5.0","n/a","n/a","181","568","https://www.flipkey.com/orleans-vacation-rentals/p472896/","36 Collins Lane 114103            Orleans, Massachusetts","p472896"
"(39) River Song","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583205/","(39) River Song            Wawona, California","p583205"
"(54) Finster's Treehouse","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583233/","(54) Finster's Treehouse            Wawona, California","p583233"
"Lake Street Cottage walk to Public Beach or Ponderosa State Park.","4.5 / 5.0","n/a","n/a","278","68","https://www.flipkey.com/mccall-cabin-rentals/p27894/","Lake Street Cottage walk to Public Beach or Ponderosa State Park.            McCall, Idaho","p27894"
"Waipouli #C-105: Deluxe Condo at Ocean Front Resort With Garden Views","4.6 / 5.0","30%","Within a day","561","34","https://www.flipkey.com/kapaa-condo-rentals/p29310/","Waipouli #C-105: Deluxe Condo at Ocean Front Resort With Garden Views            Kapaa, Hawaii","p29310"
"Tannenbaum by the River 301 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128178/","Tannenbaum by the River 301 by Ski Country Resorts            Breckenridge, Colorado","p128178"
"Jewel in the Sand","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p1910531/","Jewel in the Sand            Destin, Florida","p1910531"
"Trails End Condos 203 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p143907/","Trails End Condos 203 by Ski Country Resorts            Breckenridge, Colorado","p143907"
"Trails End Condos 304 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p292986/","Trails End Condos 304 by Ski Country Resorts            Breckenridge, Colorado","p292986"
"Summerspell Condominium 206","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p969285/","Summerspell Condominium 206            Miramar Beach, Florida","p969285"
"Trails End Condos 502 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128215/","Trails End Condos 502 by Ski Country Resorts            Breckenridge, Colorado","p128215"
"Mediterranea 512D","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p68382/","Mediterranea 512D            Miramar Beach, Florida","p68382"
"Beachside Inn - 2 Queen Beds","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p68307/","Beachside Inn - 2 Queen Beds            Destin, Florida","p68307"
"Grand Caribbean West 314","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-condo-rentals/p967190/","Grand Caribbean West 314            Destin, Florida","p967190"
"Four O'clock Chalet by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-vacation-rentals/p31228/","Four O'clock Chalet by Ski Country Resorts            Breckenridge, Colorado","p31228"
"Beachside Inn - 2 Queen Beds","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p68304/","Beachside Inn - 2 Queen Beds            Destin, Florida","p68304"
"Family Style Condo with Sports Club Amenities.","4.5 / 5.0","n/a","n/a","278","68","https://www.flipkey.com/mccall-condo-rentals/p27922/","Family Style Condo with Sports Club Amenities.            McCall, Idaho","p27922"
"Base Nine Condos A102 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p31193/","Base Nine Condos A102 by Ski Country Resorts            Breckenridge, Colorado","p31193"
"Double Eagle Condos B21 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p261616/","Double Eagle Condos B21 by Ski Country Resorts            Breckenridge, Colorado","p261616"
"Beach Retreat 407","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p68410/","Beach Retreat 407            Miramar Beach, Florida","p68410"
"Beachside Inn - 2 Queen Beds","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p68299/","Beachside Inn - 2 Queen Beds            Destin, Florida","p68299"
"Trails End Condos 102 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128196/","Trails End Condos 102 by Ski Country Resorts            Breckenridge, Colorado","p128196"
"(23B) Robin's Nest","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583185/","(23B) Robin's Nest            Wawona, California","p583185"
"Quiet Surf Townhomes II #4","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-cottage-rentals/p68386/","Quiet Surf Townhomes II #4            Miramar Beach, Florida","p68386"
"Mediterranea 504B","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p68381/","Mediterranea 504B            Miramar Beach, Florida","p68381"
"Sawmill Creek Condos 215 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p171471/","Sawmill Creek Condos 215 by Ski Country Resorts            Breckenridge, Colorado","p171471"
"Pelican Perch","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p265579/","Pelican Perch            Destin, Florida","p265579"
"Beachside Inn - 2 Queen Beds","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p68315/","Beachside Inn - 2 Queen Beds            Destin, Florida","p68315"
"Blue Surf Townhomes 15B","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-cottage-rentals/p66017/","Blue Surf Townhomes 15B            Miramar Beach, Florida","p66017"
"(18A) Pohono Pines","4.4 / 5.0","n/a","n/a","189","118","https://www.flipkey.com/wawona-vacation-rentals/p583174/","(18A) Pohono Pines            Wawona, California","p583174"
"Trails End Condos 406 by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128213/","Trails End Condos 406 by Ski Country Resorts            Breckenridge, Colorado","p128213"
"Beachside Inn - 1 King Bed","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/destin-vacation-rentals/p68303/","Beachside Inn - 1 King Bed            Destin, Florida","p68303"
"Beach Resort 515","4.4 / 5.0","n/a","n/a","2,815","206","https://www.flipkey.com/miramar-beach-condo-rentals/p66018/","Beach Resort 515            Miramar Beach, Florida","p66018"
"Park Meadows Lodge 5A by Ski Country Resorts","4.1 / 5.0","100%","A few hours","1,386","158","https://www.flipkey.com/breckenridge-condo-rentals/p128143/","Park Meadows Lodge 5A by Ski Country Resorts            Breckenridge, Colorado","p128143"
"11 Surf Boat Lane 18338","4.5 / 5.0","n/a","n/a","181","568","https://www.flipkey.com/east-orleans-vacation-rentals/p184774/","11 Surf Boat Lane 18338            East Orleans, Massachusetts","p184774"
"Regency II #924: Executive Suite 3 bed/3bath spacious condo with A/C!","4.6 / 5.0","30%","Within a day","561","34","https://www.flipkey.com/koloa-condo-rentals/p29277/","Regency II #924: Executive Suite 3 bed/3bath spacious condo with A/C!            Koloa, Hawaii","p29277"
